id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1422907486 ,52ea0875-0132-380f-8b06-811646eca13a,   -5.508000 ,  -46.679000 ,2020-06-17 16:00:00,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Cerrado
 1422907485 ,a6169bda-7582-3cf2-adf0-628f308f2cd1,   -6.076000 ,  -45.050000 ,2020-06-17 16:00:00,Brasil,MARANHÃO,FERNANDO FALCÃO,Cerrado
 1520617570 ,61c7428e-1892-3c77-881b-d41463b12c88,   -2.804000 ,  -45.932000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,NOVA OLINDA DO MARANHÃO,Amazônia
 1520617565 ,0cae6e11-df8d-3236-93bb-688779edfd1c,   -6.571000 ,  -44.035000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,PASTOS BONS,Cerrado
 1520617656 ,def93970-ef01-308d-bb0f-d5695981f89c,   -5.067000 ,  -44.769000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,JOSELÂNDIA,Cerrado
 1520617348 ,cbfd08d6-1853-3f7f-ae0c-702a903bf3a2,   -3.250000 ,  -46.097000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ZÉ DOCA,Amazônia
 1520617344 ,e4906184-eaa9-36bd-a78b-6b17b608288a,   -5.303000 ,  -43.785000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,PARNARAMA,Cerrado
 1520617341 ,9a4baa8d-d125-308e-bf5b-ae8e4c1fbd58,   -5.233000 ,  -45.102000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado
 1520617333 ,13dfb1b5-683e-37bf-a320-f08747404479,   -2.868000 ,  -45.609000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,SANTA HELENA,Amazônia
 1520617332 ,8b380bc8-83fc-341a-aae8-0cbd298cef58,   -3.341000 ,  -43.138000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,URBANO SANTOS,Cerrado
 1520617331 ,eb5faca5-bf74-3b70-9b64-e5827b793cb1,   -4.110000 ,  -44.709000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BACABAL,Cerrado
 1520617328 ,10920889-3e50-34b7-b5b0-ff65ab40a88c,   -5.314000 ,  -43.793000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,PARNARAMA,Cerrado
 1520617607 ,1dbcfcaf-ada5-3643-9d2c-4c47a7a042fe,   -5.756000 ,  -44.702000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,TUNTUM,Cerrado
 1520617603 ,89789e76-9e2f-31ce-b7a9-d94ef501a433,   -5.273000 ,  -47.198000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,JOÃO LISBOA,Amazônia
 1520617599 ,799d80d4-8811-3905-9ca0-dcd7ce0a45de,   -5.325000 ,  -45.101000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado
 1520617596 ,1df06e86-be30-3278-957c-62ef0b84b178,   -3.326000 ,  -43.793000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,SÃO BENEDITO DO RIO PRETO,Cerrado
 1520617583 ,a7f6b10c-7e2a-3ad5-a98c-5501de962f05,   -4.299000 ,  -43.714000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,CODÓ,Cerrado
 1520617490 ,b2dc54ba-bf5e-3dc1-b538-a1219bfd744f,   -3.899000 ,  -45.036000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,PIO XII,Amazônia
 1520617488 ,93af466c-e2e9-3612-a7ea-6df6a4bd2a9a,   -4.163000 ,  -45.338000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,VITORINO FREIRE,Amazônia
 1520617486 ,d3107b8f-e1fb-3646-af0d-080458d7c6cf,   -5.104000 ,  -44.903000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado
 1520617483 ,0edd1ef5-4cd4-3376-9b4a-4fe27e7bb14c,   -6.179000 ,  -43.670000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,PASSAGEM FRANCA,Cerrado
 1520617482 ,c2133945-d3ff-3ebc-bf8b-0493623940db,   -4.069000 ,  -43.199000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,COELHO NETO,Cerrado
 1520617476 ,74fa29a1-e4ed-3e0d-90fe-b0a038845de9,   -2.775000 ,  -42.975000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARREIRINHAS,Cerrado
 1520617471 ,d9b4f75f-0491-30f1-9b06-a83f9f9384c1,   -5.976000 ,  -43.672000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,PASSAGEM FRANCA,Cerrado
 1520617470 ,e90bd607-c1fb-3ff0-9d2e-bd5dc883df2e,   -5.250000 ,  -47.178000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,JOÃO LISBOA,Amazônia
 1520617469 ,cf2dbbe3-25c0-3135-bf0d-2e213011035d,   -5.305000 ,  -43.794000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,PARNARAMA,Cerrado
 1520617462 ,4c067cf3-12b1-32b9-935c-ad0db84bea5a,   -4.026000 ,  -45.280000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,SATUBINHA,Amazônia
 1520617460 ,33371577-748a-3f9e-936f-2582385c56c1,   -3.277000 ,  -44.349000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ITAPECURU MIRIM,Amazônia
 1520617456 ,29b4ad3b-9785-34d2-8e4e-b117b40a08a4,   -7.886000 ,  -45.811000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,TASSO FRAGOSO,Cerrado
 1520617453 ,49edf3ec-7776-3a9f-82a8-42b66b4b6d3c,   -6.634000 ,  -44.148000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,PASTOS BONS,Cerrado
 1520617446 ,b47441f8-9553-388f-9a3e-6810a9ec465c,   -6.007000 ,  -43.496000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,LAGOA DO MATO,Cerrado
 1520617443 ,62d1359b-efcb-322f-9aae-856dcd500267,   -4.067000 ,  -43.190000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,COELHO NETO,Cerrado
 1520617442 ,780f5526-f79e-387f-a872-412d8e9c7900,   -6.076000 ,  -43.981000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,COLINAS,Cerrado
 1520617438 ,7ac6097b-bbfe-3771-a192-52c7a00ae620,   -4.178000 ,  -44.349000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ALTO ALEGRE DO MARANHÃO,Cerrado
 1520617437 ,9c7184f9-e0b6-3771-a515-360c46136e1d,   -5.682000 ,  -44.509000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,TUNTUM,Cerrado
 1520617436 ,e03600a0-4cdf-3375-b985-c63fb3878c11,   -5.547000 ,  -43.948000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,FORTUNA,Cerrado
 1520617435 ,f2034744-2269-3502-8200-f380c21a38d3,   -5.519000 ,  -44.720000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,SANTA FILOMENA DO MARANHÃO,Cerrado
 1520617434 ,49d37809-79eb-3720-8d64-a8909f35e953,   -5.903000 ,  -44.247000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,JATOBÁ,Cerrado
 1520617419 ,10d0f670-61cc-36cf-b8a8-c78695f02b0f,   -5.249000 ,  -45.081000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado
 1520617418 ,8d679ad5-1641-356d-801d-5992a3ebc61a,   -5.260000 ,  -45.098000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado
 1520617414 ,aedb7fb5-486b-36d9-9a1e-fb1963651032,   -4.177000 ,  -44.340000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ALTO ALEGRE DO MARANHÃO,Cerrado
 1520617395 ,fedb6884-a036-33f4-bf75-ddf658e1b4b7,   -5.267000 ,  -44.886000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado
 1520617389 ,91e9506c-b7d2-3f1a-886b-bdc5fb595977,   -3.249000 ,  -46.087000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ZÉ DOCA,Amazônia
 1520617388 ,853811f9-cb83-3fc1-aa51-b053b1aa58e3,   -4.216000 ,  -44.416000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ALTO ALEGRE DO MARANHÃO,Cerrado
 1520617380 ,6892fbf6-d8ca-399e-9977-350d8c991578,   -3.433000 ,  -43.249000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ANAPURUS,Cerrado
 1520617378 ,7be69833-2c41-3d5b-925b-f0471b26522f,   -3.558000 ,  -43.424000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,CHAPADINHA,Cerrado
 1520617377 ,2b1f183d-b5e0-3831-a926-d76f23de032f,   -3.444000 ,  -46.372000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,SÃO JOÃO DO CARÚ,Amazônia
 1520617374 ,e733f8d5-1c5e-3c52-b4bf-4a79150517c7,   -3.908000 ,  -45.290000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,SATUBINHA,Amazônia
 1520617371 ,c20f44b9-ca9b-3bb0-bede-026851e96d7e,   -5.312000 ,  -44.944000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado
 1520617370 ,4cf45aea-6583-37a8-a4aa-af45b44d23f2,   -3.709000 ,  -43.324000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,CHAPADINHA,Cerrado
 1520617369 ,716aaa81-fbb8-3bb7-9861-e39561e4a832,   -3.826000 ,  -42.794000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BREJO,Cerrado
 1520617367 ,2e08464c-314f-3091-9326-de570f0f0467,   -5.568000 ,  -44.541000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,SANTA FILOMENA DO MARANHÃO,Cerrado
 1520617366 ,6a26a12e-5b2a-3678-87d3-3afee4ba6190,   -5.394000 ,  -44.294000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,GRAÇA ARANHA,Cerrado
 1520617365 ,222dc706-28c1-35b0-b36d-cb8e0942832c,   -5.079000 ,  -45.118000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,SÃO RAIMUNDO DO DOCA BEZERRA,Cerrado
 1520617364 ,39236f9d-0a00-37b4-8161-144919869cdd,   -6.411000 ,  -44.910000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,MIRADOR,Cerrado
 1520617362 ,3f932274-06b5-30b1-a098-c05688e4492a,   -3.250000 ,  -43.968000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,CACHOEIRA GRANDE,Cerrado
 1520617361 ,c85c0325-52b5-30db-ba1f-268d20d3b823,   -4.119000 ,  -45.538000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ALTAMIRA DO MARANHÃO,Amazônia
 1520617359 ,3787d601-d881-316e-b1c9-7bbd16f06f38,   -3.399000 ,  -43.014000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,SANTA QUITÉRIA DO MARANHÃO,Cerrado
 1520617352 ,f9f739eb-c3a7-3c77-a465-e5d785bded82,   -5.703000 ,  -44.268000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,SÃO DOMINGOS DO MARANHÃO,Cerrado
 1520617349 ,3e2bd362-ad09-3f4b-b654-b6bfbd254797,   -3.431000 ,  -43.240000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ANAPURUS,Cerrado
 1520617561 ,68b4bfbd-31d3-3fad-8c3b-c439a5a5945d,   -3.416000 ,  -46.352000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,SÃO JOÃO DO CARÚ,Amazônia
 1520617559 ,55287179-b72d-3715-af83-54bc4eb61b85,   -3.509000 ,  -43.847000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,VARGEM GRANDE,Cerrado
 1520617553 ,6247c79c-5b93-3c16-9e8e-a7ed32e00697,   -3.300000 ,  -44.446000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,ITAPECURU MIRIM,Amazônia
 1520617548 ,cce7552d-581e-35cf-ba68-79225b0a6141,   -5.356000 ,  -45.059000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado
 1520617533 ,41cbdb3a-c27e-3007-9ef8-c1f7d71dcfbd,   -5.419000 ,  -44.272000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,GRAÇA ARANHA,Cerrado
 1520617532 ,9a4fda87-7e43-37e3-89f5-1fb215299e7b,   -2.777000 ,  -45.936000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,NOVA OLINDA DO MARANHÃO,Amazônia
 1520617528 ,ec43efa1-28e0-342a-b601-77aff69d9118,   -5.976000 ,  -43.537000 ,2020-11-27 16:30:00,Brasil,MARANHÃO,LAGOA DO MATO,Cerrado
 1520617522 ,e39f7ad1-7d7a-3b32-855d-fb255121344d,   -2.778000 ,  -45.945000 ,2020-11-27 16:35:00,Brasil,MARANHÃO,NOVA OLINDA DO MARANHÃO,Amazônia
