id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1584251019 ,914675a4-baf1-300a-8e48-66f98d61c5f0,   -8.685740 ,  -46.422720 ,2022-04-17 17:07:00,Brasil,MARANHÃO,BALSAS,Cerrado
 1584650775 ,055d1eda-3f24-304f-90e5-dae23f72009d,   -6.370520 ,  -43.760270 ,2022-04-21 16:43:00,Brasil,MARANHÃO,SÃO JOÃO DOS PATOS,Cerrado
 1584650911 ,a94b95c5-ffe4-3384-bf05-c695fbc3adef,   -7.582190 ,  -45.571160 ,2022-04-21 16:41:00,Brasil,MARANHÃO,LORETO,Cerrado
 1584650928 ,57300814-302f-36b5-a78c-eaec3d298294,   -7.051160 ,  -46.881760 ,2022-04-21 16:41:00,Brasil,MARANHÃO,CAROLINA,Cerrado
 1584650949 ,6135a006-bc97-30c8-9c03-adec51727725,   -5.524780 ,  -46.824460 ,2022-04-21 16:43:00,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Cerrado
 1584650966 ,9fa9df71-0e85-3551-9492-4a27033048cf,   -5.503540 ,  -46.222380 ,2022-04-21 16:43:00,Brasil,MARANHÃO,GRAJAÚ,Amazônia
 1584650973 ,293efdc5-3077-3e1b-8d2c-8256cfb579b4,   -6.740630 ,  -44.456010 ,2022-04-21 16:41:00,Brasil,MARANHÃO,PASTOS BONS,Cerrado
 1584650981 ,29e49a2c-6d65-30a6-b94a-8b0445d5206b,   -9.189410 ,  -46.263050 ,2022-04-21 16:41:00,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado
 1584651000 ,85c2b074-e6ec-3143-8179-9f145f634bf2,   -7.440680 ,  -45.285520 ,2022-04-21 16:41:00,Brasil,MARANHÃO,LORETO,Cerrado
 1584979951 ,a14de2ee-8100-3bdc-85b2-accfeb551c48,   -5.937050 ,  -44.770340 ,2022-04-25 16:20:00,Brasil,MARANHÃO,TUNTUM,Cerrado
 1584979953 ,2c03a4f9-3d08-3db8-a260-a4b2eb992abd,   -5.939290 ,  -44.786790 ,2022-04-25 16:20:00,Brasil,MARANHÃO,TUNTUM,Cerrado
 1584979954 ,dd69d4cb-5aad-35ea-bec7-3a0ead896320,   -6.362060 ,  -45.301860 ,2022-04-25 16:20:00,Brasil,MARANHÃO,FERNANDO FALCÃO,Cerrado
 1584979955 ,f4a8a372-24db-3338-bc87-56698974f409,   -6.811060 ,  -47.212890 ,2022-04-25 16:20:00,Brasil,MARANHÃO,ESTREITO,Cerrado
 1584979986 ,5b670a8e-74c7-335f-b708-befdb185eb97,   -5.858080 ,  -43.523510 ,2022-04-25 16:20:00,Brasil,MARANHÃO,PARNARAMA,Cerrado
 1585062694 ,477a0055-4afb-3d4a-87f1-83f1c42fe1b1,   -8.572210 ,  -46.351380 ,2022-04-26 17:00:00,Brasil,MARANHÃO,BALSAS,Cerrado
 1585062717 ,b604fe32-b18b-3181-a1f9-260fe5245a03,   -8.753640 ,  -46.804990 ,2022-04-26 17:00:00,Brasil,MARANHÃO,BALSAS,Cerrado
 1585062721 ,876892c9-f88a-3d8c-9362-34af2c46d026,   -8.755260 ,  -46.815830 ,2022-04-26 17:00:00,Brasil,MARANHÃO,BALSAS,Cerrado
 1585062740 ,5ab16614-ab69-3735-8171-ee352b71caed,   -9.099900 ,  -46.922420 ,2022-04-26 17:00:00,Brasil,MARANHÃO,BALSAS,Cerrado
 1585062832 ,2f917e30-438c-3320-aec4-5fc36ad74a79,   -9.570380 ,  -46.448970 ,2022-04-26 17:00:00,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado
