id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1570155429 ,a9276c75-0004-3a6f-9e1c-e96ef83b40a1,   -1.882170 ,  -44.780110 ,2021-12-05 16:54:00,Brasil,MARANHÃO,CURURUPU,Amazônia
 1570155467 ,1d4be9f2-566d-34f4-acfa-8987c62e5c54,   -2.819710 ,  -44.375720 ,2021-12-05 16:54:00,Brasil,MARANHÃO,BACABEIRA,Amazônia
 1570155520 ,e27385a3-da5c-33ff-b58a-02d19490e094,   -2.906780 ,  -43.731720 ,2021-12-05 16:54:00,Brasil,MARANHÃO,MORROS,Cerrado
 1570155536 ,b44139e3-8670-38fe-8f00-d44f01f24440,   -2.974160 ,  -43.395640 ,2021-12-05 16:54:00,Brasil,MARANHÃO,PRIMEIRA CRUZ,Cerrado
 1570155546 ,e70d71fb-89bf-39c9-b9d7-8d3d83e3b6a3,   -2.563480 ,  -45.416960 ,2021-12-05 16:54:00,Brasil,MARANHÃO,PRESIDENTE SARNEY,Amazônia
 1570155563 ,be4d2583-0e61-3b22-891e-65a709fdddb8,   -2.571110 ,  -45.863770 ,2021-12-05 16:54:00,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia
 1570155569 ,a57780bc-390d-3f0b-96e4-2babdc12d15c,   -2.900620 ,  -45.387130 ,2021-12-05 16:54:00,Brasil,MARANHÃO,PEDRO DO ROSÁRIO,Amazônia
 1570155578 ,a84f6eb6-976e-3bfe-bbac-f5360dcbd0e5,   -2.933060 ,  -44.987200 ,2021-12-05 16:54:00,Brasil,MARANHÃO,SÃO VICENTE FERRER,Amazônia
 1570155585 ,7e673c2c-2b77-350a-bc27-7996654dc7ee,   -2.981400 ,  -45.748280 ,2021-12-05 16:54:00,Brasil,MARANHÃO,ARAGUANÃ,Amazônia
 1570155593 ,6e8ab5bf-a756-30a6-92e6-b50c4f4f5d99,   -2.985690 ,  -45.753300 ,2021-12-05 16:54:00,Brasil,MARANHÃO,ARAGUANÃ,Amazônia
 1570064633 ,ae708362-93e4-36d3-b5e6-371d695c6d5c,   -3.323740 ,  -42.600910 ,2021-12-04 16:11:00,Brasil,MARANHÃO,SANTANA DO MARANHÃO,Cerrado
 1570064684 ,663f5691-80c6-304a-a792-ce4bae320b6d,   -1.374270 ,  -45.900410 ,2021-12-04 16:11:00,Brasil,MARANHÃO,LUÍS DOMINGUES,Amazônia
 1570064685 ,794694e5-70c3-3cef-9a40-2e746d2455e0,   -1.643290 ,  -45.868340 ,2021-12-04 16:11:00,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia
 1570064686 ,d0278180-a4e5-3179-a256-d19e7ae06c4d,   -3.667750 ,  -43.008000 ,2021-12-04 16:11:00,Brasil,MARANHÃO,ANAPURUS,Cerrado
